sample_index,sample_token,depth_source,pseudo_points,lidar_points,pseudo_to_gt_mean_nn,pseudo_to_gt_median_nn,pseudo_to_gt_p90_nn,pseudo_to_gt_p95_nn,gt_to_pseudo_mean_nn,gt_to_pseudo_median_nn,gt_to_pseudo_p90_nn,gt_to_pseudo_p95_nn,bev_iou
12,bc3c8a953f6b4dcdb77b521d89f3d9d5,refined,16195,24225,0.8043774962425232,0.5087736248970032,1.8242892742156984,2.454301095008849,1.1858144998550415,0.6841766834259033,3.2161543369293213,3.2208385467529297,0.24259832081307997
13,1e3d79dae62742a0ad64c91679863358,depth_pro,14025,24731,0.9314942359924316,0.5439839959144592,2.4492955684661872,3.40941500663757,1.2213184833526611,0.6959908604621887,2.9852843284606934,3.020299553871155,0.2555033391046253
13,1e3d79dae62742a0ad64c91679863358,refined,15696,24731,0.7344246506690979,0.41713187098503113,1.8421066403388977,2.5739595890045166,1.1673071384429932,0.651477038860321,3.0715434551239014,3.0804808139801025,0.25182886277987143
14,2afb9d32310e4546a71cbe432911eca2,depth_pro,13721,24415,0.8589367866516113,0.5270814299583435,2.1390655040740967,3.0048038959503174,1.4657032489776611,0.7989890575408936,4.358060359954834,4.3625993728637695,0.24233576642335766
14,2afb9d32310e4546a71cbe432911eca2,refined,15344,24415,0.6911259889602661,0.3780733346939087,1.6594421386718756,2.342750406265257,1.228794813156128,0.7284557819366455,3.363259792327881,3.3978159427642822,0.24804643893726278
15,cd21dbfc3bd749c7b10a5c42562e0c42,depth_pro,14057,24532,0.7816759943962097,0.47123703360557556,1.8294906854629516,2.509117364883423,1.3344037532806396,0.7387082576751709,3.9320104122161865,3.9504250288009644,0.26242690058479534
15,cd21dbfc3bd749c7b10a5c42562e0c42,refined,16500,24532,0.6319212913513184,0.378889799118042,1.4052367091178894,1.9187313437461853,1.2119266986846924,0.707436203956604,3.4580514430999756,3.4942667484283447,0.27245983254129896
16,88449a5cb1644a199c1c11f6ac034867,depth_pro,15525,25070,0.7995419502258301,0.5003344416618347,1.8784907817840577,2.582020902633666,1.268710732460022,0.7428814172744751,3.3896615505218506,3.3932876586914062,0.25255405084343074
16,88449a5cb1644a199c1c11f6ac034867,refined,18025,25070,0.6598424911499023,0.3794111907482147,1.5031950473785403,2.1040580749511717,1.2835901975631714,0.7126386165618896,3.4648847579956055,3.4778265833854674,0.2540752010432515
17,2ff86dc19c4644a1a88ce5ba848f56e5,depth_pro,13973,25162,0.745664656162262,0.4746631681919098,1.509912157058716,2.1654847621917725,1.4067636728286743,0.7978892922401428,3.733335256576538,3.7504201054573056,0.24745934959349594
17,2ff86dc19c4644a1a88ce5ba848f56e5,refined,17243,25162,0.6696967482566833,0.4281022250652313,1.4978422403335572,1.9131587862968444,1.2285186052322388,0.735694408416748,2.96809458732605,2.990128517150879,0.270231558844593
18,bf2938e43c6f487497cda76b51bfc406,depth_pro,15273,25380,0.7188300490379333,0.45509055256843567,1.5632977724075319,2.2292174339294433,1.623908519744873,0.8863343000411987,4.4908875942230235,4.521435260772705,0.2596572013302635
18,bf2938e43c6f487497cda76b51bfc406,refined,18744,25380,0.680163562297821,0.45952197909355164,1.5061822652816772,2.0609986543655374,1.2770270109176636,0.8494479656219482,2.9515049695968627,2.9681878089904785,0.2643192488262911
19,b26e791522294bec90f86fd72226e35c,depth_pro,15445,25404,0.7073141932487488,0.4410272538661957,1.351496195793152,2.2380973815917926,1.2820537090301514,0.7020984888076782,3.2690608501434326,3.270329236984253,0.27200816534830313
19,b26e791522294bec90f86fd72226e35c,refined,18646,25404,0.6070660948753357,0.36818820238113403,1.3572222590446472,1.880234271287918,1.2130695581436157,0.7242387533187866,3.1208558082580566,3.1485705375671387,0.25911426474186444
20,c844bf5a9f2243ff8f4bf2c85fe218ff,depth_pro,14835,25476,0.7840869426727295,0.48970460891723633,1.5911001443862918,2.288918614387512,1.365896463394165,0.7359784841537476,3.621482491493225,3.637559652328491,0.25148617213750324
20,c844bf5a9f2243ff8f4bf2c85fe218ff,refined,18422,25476,0.6659384965896606,0.43507200479507446,1.4545502305030833,1.980531811714173,1.1824402809143066,0.6965254545211792,3.008190631866455,3.0332016944885254,0.25814292659212446
21,fedfb3a6cb804635a0f47143f9ca8d6f,depth_pro,14407,25461,0.9238288998603821,0.5411155223846436,1.9486633300781242,2.9029555320739733,1.2789987325668335,0.8174846172332764,3.4555623531341553,3.469011068344116,0.23254606799896185
21,fedfb3a6cb804635a0f47143f9ca8d6f,refined,17273,25461,0.6735734343528748,0.43042051792144775,1.4173911571502698,1.9219631910324089,1.1816366910934448,0.6638136506080627,3.345160484313965,3.3639841079711914,0.24557410217501263
22,965f6af5a92449348409029a5f048a38,depth_pro,13769,25827,0.9475878477096558,0.5895291566848755,1.9636589527130133,2.873112201690665,1.2650333642959595,0.7281021475791931,3.3974921703338623,3.411944556236267,0.23743787962451685
22,965f6af5a92449348409029a5f048a38,refined,17563,25827,0.653150737285614,0.4627915024757385,1.3336767435073855,1.7140852093696581,1.1491981744766235,0.6301632523536682,3.3011868000030518,3.317471981048584,0.25382989963021657
23,4711bcd34644420da8bc77163431888e,depth_pro,13182,26165,0.8561577796936035,0.5995970964431763,1.580246889591217,2.52793668508529,1.1697242259979248,0.6536528468132019,3.0955018997192383,3.1000895500183105,0.23354447810520518
23,4711bcd34644420da8bc77163431888e,refined,17113,26165,0.6236148476600647,0.4323731064796448,1.3057114362716675,1.649723172187805,1.0620821714401245,0.5559317469596863,2.998652935028076,3.0066025257110596,0.25296130560673863
24,a34fabc7aa674713b71f98ec541eb2d4,depth_pro,13588,26516,0.6902371048927307,0.4906960129737854,1.3989236474037172,1.8991974771022793,1.2217216491699219,0.6763970851898193,3.1312026977539062,3.13581246137619,0.2449038185472294
24,a34fabc7aa674713b71f98ec541eb2d4,refined,18233,26516,0.5639356374740601,0.4068576693534851,1.141088008880615,1.4827273845672595,1.1429128646850586,0.6170188784599304,3.0633387565612793,3.0714104175567627,0.2536212799578615
25,c78067571d104caba7c568a847d56971,depth_pro,14161,26843,0.7067874670028687,0.45205503702163696,1.599015235900879,2.117361068725586,1.331118106842041,0.7611857652664185,3.312831163406372,3.342259335517883,0.25818388841446055
25,c78067571d104caba7c568a847d56971,refined,19202,26843,0.5884894132614136,0.4496345520019531,1.167713069915772,1.496198016405106,1.3011122941970825,0.6915896534919739,3.3238275051116943,3.353055000305176,0.26404786680541104
26,4246e57f018745c9b2bc68feb3d71b58,depth_pro,13915,26948,0.7328929305076599,0.5561143159866333,1.519131851196289,1.7652260780334472,1.3264868259429932,0.7738710045814514,2.954655408859253,2.9685672879219016,0.2609579100145138
26,4246e57f018745c9b2bc68feb3d71b58,refined,18333,26948,0.5930013656616211,0.42899075150489807,1.3368499755859375,1.6568570852279658,1.2168338298797607,0.6359261274337769,2.9560282230377197,2.966355562210083,0.2632898696088265
27,a7acb150914b40bdad9a2dc4e657cbf9,depth_pro,13771,26828,0.7187461256980896,0.5027507543563843,1.5592622756958008,1.98200523853302,1.312437653541565,0.7586488723754883,2.963090658187866,3.126213777065276,0.26682339112547754
27,a7acb150914b40bdad9a2dc4e657cbf9,refined,18489,26828,0.555763840675354,0.3766613006591797,1.2405000448226935,1.6416512250900253,1.1969090700149536,0.619428277015686,2.9790494441986084,2.9898908138275146,0.28170825829688706
28,0cd661df01aa40c3bb3a773ba86f753a,depth_pro,14678,26900,0.681650698184967,0.47805094718933105,1.4135869026184087,1.8247087359428404,1.3658369779586792,0.7655948400497437,3.3089027404785156,3.5273697733879086,0.27134233975280253
28,0cd661df01aa40c3bb3a773ba86f753a,refined,18961,26900,0.5136603116989136,0.34519127011299133,1.1779547929763794,1.5584224462509155,1.2318991422653198,0.6460604667663574,3.116109299659729,3.2435901999473566,0.2896444329094212
29,378a3a3e9af346308ab9dff8ced46d9c,depth_pro,14608,26831,0.6946879029273987,0.46748512983322144,1.3982202529907228,1.9974567830562588,1.4086511135101318,0.7756698131561279,3.7583038806915283,3.760767936706543,0.27594202898550724
29,378a3a3e9af346308ab9dff8ced46d9c,refined,19166,26831,0.5188069343566895,0.3276621103286743,1.1357399821281433,1.6008507311344147,1.2759332656860352,0.6171177625656128,3.5739426612854004,3.5771435499191284,0.30326594090202175
