pair_index,source_token,target_token,dt_s,method,region,num_source_points,num_target_points,fitness,rmse,estimated_translation_m,estimated_rotation_deg,translation_error_m,rotation_error_deg,global_fitness,global_rmse
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,icp_direct,all,34720,34720,0.870584698632196,0.5722419177517795,4.808438201177174,0.5550319465401526,0.05045820015080875,0.08725630421265164,,
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,global_then_icp,all,34720,34720,0.870735006763866,0.572493069840149,4.809147057956675,0.5549393534622495,0.05046462174411585,0.08708537722700956,0.8935519733185103,0.8559863191242124
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,icp_direct,front,12650,13319,0.8108766233766234,0.5398668261194458,0.5821395868131948,1.503691559589273,4.783535602507051,1.6824040361736805,,
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,global_then_icp,front,12650,13319,0.8108766233766234,0.5766550801379281,0.7429665715693847,1.6465244137011543,4.340959576796405,1.8073373586813122,0.8120950323974082,0.9252778572837665
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,icp_direct,near,15718,16858,0.973973973973974,0.4525262704008869,0.4303414094950867,8.441254231638522,4.655593206224136,8.088436268841289,,
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,global_then_icp,near,15718,16858,0.973973973973974,0.45252631026247886,0.430342551022748,8.441263701086637,4.6555930028629415,8.088445722756209,0.9971181556195965,0.6784818444957773
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,icp_direct,mid,4945,4163,0.7284716834755625,0.6143663463962422,4.213254343485888,0.4351857528544536,0.6066726830278206,0.5522893569609545,,
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,global_then_icp,mid,4945,4163,0.7284716834755625,0.614366346396242,4.213254343485889,0.43518575285780364,0.6066726830278198,0.5522893569622743,0.7846975088967971,1.080463060506599
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,icp_direct,far,1495,1537,0.4841075794621027,0.8076810776722145,0.7440375138439124,0.8078775562399941,5.289032803311208,0.6565633097726712,,
1,39586f9d59004284a7114a68825e8eec,356d81f38dd9473ba590f39e266f54e5,0.5502011775970459,global_then_icp,far,1495,1537,0.6894865525672371,0.6427827982764861,4.812124959301036,0.4557554018696777,0.03792111316404623,0.17509015149146512,0.7377398720682303,0.9123686033613788
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,icp_direct,all,34720,34688,0.8557309102502789,0.5924449953684866,4.1853700981142685,0.5081991799034927,0.03741110345820168,0.3020604338021391,,
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,global_then_icp,all,34720,34688,0.8557309102502789,0.5924422226221984,4.18540340796452,0.5081231302077707,0.037397809089138326,0.3021437428154974,0.8883747831116252,0.8759877697328587
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,icp_direct,front,13319,14076,0.8690807799442897,0.6156964913724189,1.5832031999202707,2.937725727659695,2.6838595529243694,2.7299261478911845,,
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,global_then_icp,front,13319,14076,0.8690807799442897,0.6157056137201893,1.5834652661437503,2.9380226563241867,2.6836326005689846,2.73006963094812,0.8909952606635071,0.7683838648133432
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,icp_direct,near,16858,18797,0.9628886659979939,0.3804872653249219,0.3963818427649028,1.1052928733235605,3.791953786854398,1.613369515517908,,
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,global_then_icp,near,16858,18797,0.9628886659979939,0.38048726532492133,0.3963818427649013,1.1052928733255392,3.7919537868543993,1.6133695155192636,0.9940298507462687,0.6303904099857663
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,icp_direct,mid,4163,2510,0.5842490842490843,0.7071566048208221,3.777283389735829,0.758842667549907,0.42294477471603237,0.5713230168665572,,
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,global_then_icp,mid,4163,2510,0.5833333333333334,0.705204247284015,3.775730676891128,0.7673158293404324,0.42297815335799366,0.5661434293119241,0.7323651452282157,0.8772543960994541
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,icp_direct,far,1537,1730,0.8303464755077659,0.5973459480225558,3.957362483502663,0.5487342744106762,0.2460196870453001,0.4060170913328162,,
2,356d81f38dd9473ba590f39e266f54e5,e0845f5322254dafadbbed75aaa07969,0.49930477142333984,global_then_icp,far,1537,1730,0.8303464755077659,0.5981991129859597,3.990782313315077,0.5329875210111675,0.21356559825666477,0.42594108924491475,0.8550420168067226,0.7761732411988332
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,icp_direct,all,34688,34752,0.8519033547714236,0.549265806743457,3.9686960537083094,0.47644932805025153,0.12357111929681242,0.16066408276467453,,
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,global_then_icp,all,34688,34752,0.8527724665391969,0.5511213716468906,3.9674428065490055,0.47775785693970824,0.1250602004450013,0.16249208892353778,0.8578914919852034,0.892676206624341
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,icp_direct,front,14076,14649,0.94824016563147,0.5409680801484913,0.3552932933997472,0.8019749323479496,3.947755802981668,1.0553426500937382,,
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,global_then_icp,front,14076,14649,0.9492753623188406,0.5442443427597324,0.3407456215519049,0.6440577374531341,3.9420372210778494,0.8244126903793145,0.9722921914357683,0.7941292608843301
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,icp_direct,near,18797,19303,0.9903329752953813,0.4518357148633999,0.7698750548981912,1.4970030396158793,3.325161245383863,1.5448092772550515,,
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,global_then_icp,near,18797,19303,0.9903329752953813,0.4518057461858167,0.7708366329917848,1.4934020812469293,3.324152386198827,1.540655903722477,0.9969512195121951,0.6578139842956229
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,icp_direct,mid,2510,2451,0.7015625,0.5727002214777656,0.9123256760565229,2.065375183819575,4.985374251095846,1.7971411215432613,,
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,global_then_icp,mid,2510,2451,0.7015625,0.5848513852215794,0.9358420343257945,2.162257524794591,5.009301161216169,1.8935108592443552,0.7515527950310559,1.169134601225153
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,icp_direct,far,1730,1663,0.592436974789916,0.8906421098468019,0.8306348389172158,0.6660712743905407,3.2852122533445263,0.9302958906577861,,
3,e0845f5322254dafadbbed75aaa07969,c923fe08b2ff4e27975d2bf30934383b,0.5004441738128662,global_then_icp,far,1730,1663,0.6764705882352942,0.609823956644866,3.8238771767484536,0.873928986620009,0.2655056389284276,0.5731299727129838,0.8076923076923077,1.1339655512948548
